stim_id,gameID,condition,Q0,Q1,rt,time_elapsed,comprehension_attempt,q0correct,Q0correct,Q1correct,correct
6790957396019241f9c4f720,7141-e410d559-058a-4dac-a6a4-fe5f229c4b29,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,20860,365033,1.0,1.0,1,1,1
6790957496019241f9c4f734,8389-197c7ad0-ade1-4b93-bbb5-738698744142,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,40853,236385,1.0,1.0,1,1,1
6790957496019241f9c4f739,8619-7ff94532-e978-4cec-bbdd-d74d70ce8ff6,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,13609,90328,1.0,1.0,1,1,1
6790957396019241f9c4f710,7920-dddea282-4875-444a-af2a-046692e18626,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,20678,501848,1.0,1.0,1,1,1
6790957496019241f9c4f737,9766-6ab8ac61-70e0-4c41-8941-76c7f5541db3,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,20238,268346,1.0,1.0,1,1,1
6790957396019241f9c4f713,4063-39bbe214-5146-494d-bc3d-9e663077cf43,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,22591,565995,1.0,1.0,1,1,1
6790957496019241f9c4f738,8022-b74b9924-ed47-4184-91bf-2557f1bc8c96,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,26262,213818,1.0,1.0,1,1,1
6790957496019241f9c4f72d,0752-d4d913e5-3309-4c58-9854-da1c04758f95,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,45195,429907,1.0,1.0,1,1,1
6790957496019241f9c4f72e,5212-fb2f2a8c-5c9e-4ca4-8fdb-589bf03ca271,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,67023,443672,1.0,1.0,1,1,1
6790957496019241f9c4f73a,5793-642d74db-fd70-4579-9ef6-5ca9197378a1,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,15514,228602,1.0,1.0,1,1,1
6790957396019241f9c4f724,8633-77be0ec0-1927-4142-90fd-9d9138e7ebec,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,28654,576300,1.0,1.0,1,1,1
6790957496019241f9c4f733,9458-bd5721fc-69cc-4dc1-95d4-307ed85f5ac7,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,82054,498846,1.0,1.0,1,1,1
6790957396019241f9c4f728,6149-2bc654bb-4778-4626-bb74-368ba201c402,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,63700,682180,1.0,1.0,1,1,1
6790957496019241f9c4f73d,6094-c621da4e-4dc1-428d-bdc3-4f2a204ce497,difficult,I will rate how difficult puzzles are,Try to design new puzzle levels,20334,162530,1.0,1.0,1,0,0
6790957496019241f9c4f73d,6094-c621da4e-4dc1-428d-bdc3-4f2a204ce497,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,4108,168571,2.0,2.0,1,1,1
6790957496019241f9c4f73c,0764-c72cfda2-4d70-450b-b661-b0e7db35c716,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,39845,466108,1.0,1.0,1,1,1
6790957396019241f9c4f719,1002-f1c3e7c9-577e-4949-88d9-d787510ad370,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,88303,995979,1.0,1.0,1,1,1
6790957496019241f9c4f73e,1151-55eb8c10-7254-44f7-b1d0-8b236c5cc735,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,8230,199370,1.0,1.0,1,1,1
6790957496019241f9c4f73b,1392-16c3daf1-21b1-4354-8c8a-438812dbf082,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,36597,844593,1.0,1.0,1,1,1
6790957396019241f9c4f716,0896-2fa0b747-ef31-40f0-a021-baca001ce8af,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,45830,1365468,1.0,1.0,1,1,1
6790957496019241f9c4f73f,1635-7ed69048-e2f6-44cd-9a07-562d78d63360,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,80660,466873,1.0,1.0,1,1,1
6790957496019241f9c4f740,8836-ad30f5ab-6cbe-42e9-922f-3c59921c0489,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,52173,421790,1.0,1.0,1,1,1
6790957496019241f9c4f743,6371-02221cab-df29-4d72-a5d4-8c6f78d3ec1f,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,36333,271149,1.0,1.0,1,1,1
6790957496019241f9c4f744,5602-e0a29e2f-6b4c-40a8-a23f-64890cd00a94,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,74865,414115,1.0,1.0,1,1,1
6790957496019241f9c4f748,1237-20df9cd5-6070-41fe-98b2-a679b424764f,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,8257,74263,1.0,1.0,1,1,1
6790957496019241f9c4f749,1571-154eb622-df3b-4c88-9a79-c8ca06666564,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,6566,177008,1.0,1.0,1,1,1
6790957496019241f9c4f74a,2637-7fb2d862-8c46-4a1b-aa8a-8e9dff7667ae,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,18626,240528,1.0,1.0,1,1,1
6790957496019241f9c4f750,4100-890bafe2-ac0e-44bf-b0cc-dafc8ce28587,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,47855,314605,1.0,1.0,1,1,1
6790957496019241f9c4f74c,4276-4ddaddcc-c54d-41d1-af6f-2133eaf0afec,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,45762,350542,1.0,1.0,1,1,1
6790957496019241f9c4f752,2300-5aa05f3a-c729-40b0-8f26-d0022b9b1c85,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,24332,237742,1.0,1.0,1,1,1
6790956f96019241f9c4f663,3871-3a0e4f62-6126-47cc-a46d-aa1089959c88,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,26191,129330,1.0,1.0,1,1,1
6790957496019241f9c4f74e,0799-2c5590b5-fa54-436d-8395-703473800521,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,19402,488941,1.0,1.0,1,1,1
6790956f96019241f9c4f664,2826-bf8c7c1b-487c-4903-aa24-a672f679d1ab,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,25016,207246,1.0,1.0,1,1,1
6790957496019241f9c4f74b,8610-f32b74e5-8f2b-4565-b574-1e236b4658ef,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,93114,1003127,1.0,1.0,1,1,1
6790957496019241f9c4f746,0629-c68648a8-4e99-44a5-a190-62a0c9cb4e2b,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,16322,1110529,1.0,1.0,1,1,1
6790957496019241f9c4f751,5197-3a69d2b2-ce0d-4022-8935-bbfdfcc1dd0f,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,98208,1024097,1.0,1.0,1,1,1
6790956f96019241f9c4f66e,9513-f1845b8b-e165-4fe9-971d-bc241ad2265d,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,22997,183098,1.0,1.0,1,1,1
6790957096019241f9c4f691,5672-fab8728b-5b13-44f5-ae1b-efa0cafa4a78,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,30095,198971,1.0,1.0,1,1,1
6790957196019241f9c4f6c5,2169-3a92dde0-7c87-427e-b80a-053b8c6e3046,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,36489,237701,1.0,1.0,1,1,1
6790956f96019241f9c4f664,2609-59fc8809-2290-42aa-9425-312fcb5fb0c5,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,37032,370524,1.0,1.0,1,1,1
6790957196019241f9c4f6ca,3893-f44e0eba-5167-40d5-9258-53e9a3299a75,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,72437,434015,1.0,1.0,1,1,1
6790957296019241f9c4f6ee,4482-a3257883-8c0d-4716-9c5f-4c76fd331aeb,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,19018,713244,1.0,1.0,1,1,1
6790957396019241f9c4f709,6929-54b2c7b9-c04b-4644-91e9-280df903bdb5,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,21809,108475,1.0,1.0,1,1,1
6790957396019241f9c4f6ff,2622-d91f2f2a-1d48-477d-91fe-2fad2d087657,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,18348,858610,1.0,1.0,1,1,1
6790957496019241f9c4f735,3278-8d34e65b-f367-4e77-b204-00e31c00e106,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,22683,322298,1.0,1.0,1,1,1
6790957396019241f9c4f725,3538-b6118a72-55ca-441a-b408-4ed4771c454f,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,21896,452415,1.0,1.0,1,1,1
6790956f96019241f9c4f665,3750-77ff9a35-0dc1-46ed-af20-1ece735506c1,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,142306,471345,1.0,1.0,1,1,1
6790957396019241f9c4f708,2771-63e37dc5-2ae1-4dcb-b76c-80d17fb73453,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,9092,17068908,1.0,1.0,1,1,1
6790956f96019241f9c4f667,5280-8ce51713-3ccf-4430-8fa0-9c760b6c1af7,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,68525,455722,1.0,1.0,1,1,1
6790956f96019241f9c4f678,6384-7e0e3467-a95e-4a3d-9193-747b59183c07,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,19675,140679,1.0,1.0,1,1,1
6790956f96019241f9c4f681,1957-ef2447a4-ff4d-47d2-a6d5-e4b1459993f4,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,18363,189617,1.0,1.0,1,1,1
6790957096019241f9c4f683,2071-a6cae3ec-8f0d-45ac-8fc8-424b6cca2095,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,23583,188600,1.0,1.0,1,1,1
6790957096019241f9c4f68a,0192-01175e65-f754-4542-8f54-b71da7f06e66,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,12519,182987,1.0,1.0,1,1,1
6790957096019241f9c4f68e,8581-d29f6912-5f73-4d6b-8fa4-7860da2650ab,difficult,I will rate how enjoyable puzzles are,Try to solve some puzzles,15513,288640,1.0,1.0,0,1,0
6790957096019241f9c4f686,7914-0d50ad8c-28e3-41d7-b4ae-88c4a2c366b0,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,78984,421543,1.0,1.0,1,1,1
6790957096019241f9c4f68e,8581-d29f6912-5f73-4d6b-8fa4-7860da2650ab,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,36556,331052,2.0,2.0,1,1,1
6790957096019241f9c4f684,5265-547d8c5e-8fa3-453b-a8b1-203383fee34f,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,52509,514612,1.0,1.0,1,1,1
6790957096019241f9c4f68d,1314-ce9da3c3-fe6b-4646-82d4-383e4e34e644,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,49975,460502,1.0,1.0,1,1,1
6790957096019241f9c4f697,8951-3d167f8f-5bc9-497a-b1d7-1caad20cc1c8,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,25480,180817,1.0,1.0,1,1,1
6790957096019241f9c4f69a,7529-3ec64e01-6077-4d19-a204-210b64283fea,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,17180,99280,1.0,1.0,1,1,1
6790957096019241f9c4f685,7663-5ff08936-5712-4856-bbd5-01b708cf1ac2,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,144761,969349,1.0,1.0,1,1,1
6790957096019241f9c4f698,8041-e1e4a268-ea82-4b76-b01d-b359b53f910f,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,7124,390722,1.0,1.0,1,1,1
6790956f96019241f9c4f67b,6021-6c1bc3be-106c-48bd-9c1c-e41abc08f1a0,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,30593,1229736,1.0,1.0,1,1,1
6790957096019241f9c4f69e,3709-9586c69a-f480-4cf3-b79e-9d580ed805f2,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,29598,277758,1.0,1.0,1,1,1
6790957096019241f9c4f696,2188-5eac293b-ee8a-43f3-bdfe-ca419139d3f6,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,41466,2221434,1.0,1.0,1,1,1
6790957196019241f9c4f6ad,8833-29af3de5-1c4f-431a-bad5-b6a3e01b60ce,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,7851,103015,1.0,1.0,1,1,1
6790957196019241f9c4f6b5,6593-5fa64e12-37f9-4539-b0fe-f9706e498696,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,30938,209341,1.0,1.0,1,1,1
6790957196019241f9c4f6c2,0197-9fdeb29b-4192-4575-b791-5130f9507781,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,27340,174319,1.0,1.0,1,1,1
6790957296019241f9c4f6d9,9356-4aeb3a04-d09e-490a-a48e-4c7cfabc1b9f,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,48902,157287,1.0,1.0,1,1,1
6790957196019241f9c4f6cc,1474-87e7e68f-60a7-4c31-85fa-412d35d0eb14,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,52851,177243,1.0,1.0,1,1,1
6790957296019241f9c4f6e2,6887-305e3de9-5a3d-440b-b1f4-895484a5471a,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,25892,167932,1.0,1.0,1,1,1
6790957196019241f9c4f6d4,5660-48f2c232-3d36-40fe-97a4-a4ae1c35d022,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,35943,173933,1.0,1.0,1,1,1
6790957296019241f9c4f6fa,9136-8cbc5040-9625-44e0-b69b-2ef036f4f20f,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,19774,171455,1.0,1.0,1,1,1
6790957396019241f9c4f70c,0882-3edd63fb-3f20-4235-8178-6c872a41f1ea,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,22919,162984,1.0,1.0,1,1,1
6790957396019241f9c4f726,1538-8bc3347e-a05b-4830-8f2f-b972b8394798,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,15231,142841,1.0,1.0,1,1,1
6790957296019241f9c4f6d7,0344-4f03bfaf-e409-4afe-88af-af09b39d978b,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,22345,183208,1.0,1.0,1,1,1
6790957296019241f9c4f6da,4897-5a26c60e-5648-445e-ae21-d65f66e49ddb,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,16033,187660,1.0,1.0,1,1,1
6790957296019241f9c4f6e0,1656-913b0968-c28e-4a2e-8737-14b1490ed06a,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,4646,188245,1.0,1.0,1,1,1
6790957296019241f9c4f6df,6469-a0cb9ceb-0ad2-490e-9b7f-0d93c5bee7e7,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,41914,197672,1.0,1.0,1,1,1
6790957296019241f9c4f6f8,1741-ac288f05-0ac3-4e31-af82-4c7997828700,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,35353,195374,1.0,1.0,1,1,1
6790957196019241f9c4f6cf,3479-e1ebba87-cd94-4abc-beb9-41a7eeb22874,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,26171,232301,1.0,1.0,1,1,1
6790957396019241f9c4f704,3583-0c1eebd6-7644-4428-8c73-46af11f857b1,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,45011,208279,1.0,1.0,1,1,1
6790957396019241f9c4f723,6374-50e46c60-f1e3-40c4-ac6c-52e6400f157a,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,6508,193289,1.0,1.0,1,1,1
6790957196019241f9c4f6c7,5679-2eb66594-d556-4255-b4eb-16841c4b4f8c,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,25941,277704,1.0,1.0,1,1,1
6790957396019241f9c4f71a,7657-b3cbe756-aa02-445e-9eb9-8c90a19dae77,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,25862,273627,1.0,1.0,1,1,1
6790957496019241f9c4f72e,1285-db1f8373-871e-4b81-9f93-d729dfad7d7c,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,14423,159333,1.0,1.0,1,1,1
6790957196019241f9c4f6d3,0422-3d2e26b2-9a76-4eb3-8c1c-c14c1becf1fd,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,73258,348566,1.0,1.0,1,1,1
6790957296019241f9c4f6f7,8273-1e724496-a510-4044-8b65-2c0c58f341e6,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,30034,341124,1.0,1.0,1,1,1
6790957196019241f9c4f6c4,7788-77f59dbf-40bb-4e82-950f-edded9543d4d,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,55134,405423,1.0,1.0,1,1,1
6790957396019241f9c4f702,2295-86d91154-0064-4d6b-b4a4-c6cb00d581b4,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,95600,389584,1.0,1.0,1,1,1
6790957196019241f9c4f6cb,0464-aae0a733-1ac6-4a9c-b3a3-e00c87067124,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,59956,430911,1.0,1.0,1,1,1
6790957296019241f9c4f6eb,6987-19a94b0d-8b10-4fd0-80fe-bdb2e5519ac9,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,75144,445849,1.0,1.0,1,1,1
6790957396019241f9c4f706,0539-d1ef273e-0740-4bb2-ab49-1344c18f8398,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,37047,442758,1.0,1.0,1,1,1
6790957496019241f9c4f732,2559-6a1182e8-a4d0-46f1-889c-ba19cfc41694,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,14364,241073,1.0,1.0,1,1,1
6790957496019241f9c4f730,6316-28f6e151-fbef-4457-8648-303ac6890041,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,35165,310816,1.0,1.0,1,1,1
6790957196019241f9c4f6d1,5355-8dbd22b4-3091-4ec7-8d01-efb47d06ce96,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,136876,507563,1.0,1.0,1,1,1
6790957296019241f9c4f6f9,7051-ba25d988-3c1c-42d8-8be4-626dafdc6f40,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,33998,511787,1.0,1.0,1,1,1
6790957396019241f9c4f700,6310-a842e331-fe38-4c14-abea-ea969b8c5102,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,43440,526653,1.0,1.0,1,1,1
6790957296019241f9c4f6db,5302-7bdb783f-d075-40ef-88ba-f7163000e3c3,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,42008,545228,1.0,1.0,1,1,1
6790957496019241f9c4f739,4729-f3e3b67e-3da4-4372-bbc9-f1371b718bf0,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,46944,302945,1.0,1.0,1,1,1
6790957396019241f9c4f70e,4886-37e01c4d-7b66-4c83-9f3f-30a430ebeb25,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,114594,585024,1.0,1.0,1,1,1
6790957496019241f9c4f729,4435-a0d3e22c-6de9-484e-8401-d278cbef6a30,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,48510,498737,1.0,1.0,1,1,1
6790957196019241f9c4f6ce,8475-dd21c2f8-4a8b-42ef-bf55-2d07f3471d53,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,87450,669922,1.0,1.0,1,1,1
6790957296019241f9c4f6e4,0043-c146f09f-8bb2-4ccc-9577-9363bf3422c1,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,8192,655663,1.0,1.0,1,1,1
6790957496019241f9c4f73b,9531-ccb6fcec-5b3b-4713-a98b-0857c6d36db3,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,37721,376554,1.0,1.0,1,1,1
6790957496019241f9c4f74d,2117-a2473f86-137a-4aa7-8234-5e43fcf63b26,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,44500,199842,1.0,1.0,1,1,1
6790957496019241f9c4f74f,2580-c83801e7-1289-442f-90a1-13f7b3edc29f,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,118680,363813,1.0,1.0,1,1,1
6790957096019241f9c4f68e,9498-75c3260c-281a-4395-b4ba-4766b2bc3e39,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,14487,133654,1.0,1.0,1,1,1
6790957496019241f9c4f747,3924-3a2d75ff-f1ce-4198-b3a1-33e2fa91a89f,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,55762,461083,1.0,1.0,1,1,1
6790956f96019241f9c4f67e,1542-641d29f1-d346-458f-b9b0-826c11b1d2b5,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,94851,452825,1.0,1.0,1,1,1
6790957496019241f9c4f731,8565-a45990d5-10ca-4a98-b2c3-bfd4431bd618,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,30556,963995,1.0,1.0,1,1,1
6790957096019241f9c4f69b,0857-9b03cc88-34f4-42cc-9ad9-95713e2c28b2,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,91877,393488,1.0,1.0,1,1,1
6790957496019241f9c4f72c,2709-22802cd2-dc98-453f-b490-8d842488d319,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,71117,1113577,1.0,1.0,1,1,1
6790957196019241f9c4f6c3,6926-122c9717-00c2-48ce-8664-aa60fd4bcc45,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,10317,1401777,1.0,1.0,1,1,1
6790957096019241f9c4f688,5386-a1803936-00e8-4a4d-b6d9-d23e546091d8,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,38679,1413971,1.0,1.0,1,1,1
6790957196019241f9c4f6b2,9982-be2c1cb0-a3ad-4aee-a857-96666b1dbcf4,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,45423,472811,1.0,1.0,1,1,1
6790957196019241f9c4f6ad,6107-d9b5183c-75d8-4622-ba47-4f3bf37b8fa1,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,60720,856688,1.0,1.0,1,1,1
6790957196019241f9c4f6bb,4320-34b2d3ab-163c-452c-acc6-552acf4a5cef,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,62618,500307,1.0,1.0,1,1,1
6790957196019241f9c4f6c4,4613-f9dba5c9-b832-42d5-a7f2-150af595c640,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,27190,213592,1.0,1.0,1,1,1
6790957196019241f9c4f6c2,5997-2f89a1e4-e916-4927-b48d-8cdc44be580f,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,37397,1521132,1.0,1.0,1,1,1
6790957196019241f9c4f6c6,0205-32ac6d6a-69d0-4a63-a1bb-01bd6f93e547,difficult,I will rate how enjoyable puzzles are,Try to solve some puzzles,15493,89337,1.0,1.0,0,1,0
6790957196019241f9c4f6c6,0205-32ac6d6a-69d0-4a63-a1bb-01bd6f93e547,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,31364,121826,2.0,2.0,1,1,1
6790957296019241f9c4f6d6,9674-f5a1b9b2-56f2-49a9-9020-0bee8cd506b4,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,7017,81129,1.0,1.0,1,1,1
6790957496019241f9c4f72a,6385-30c3fdd7-9a9c-45ea-b3b8-342cf5df12db,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,22382,134714,1.0,1.0,1,1,1
6790957396019241f9c4f716,8327-7b5628b8-8d46-4864-a277-8e0ab606485f,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,35639,5786318,1.0,1.0,1,1,1
6790957396019241f9c4f71d,6726-229a5595-140c-4b05-a250-527041ba8438,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,31893,180339,1.0,1.0,1,1,1
6790957496019241f9c4f741,4454-39e0e136-384c-49ea-96f5-cd7b343d3617,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,33251,261049,1.0,1.0,1,1,1
6790957396019241f9c4f716,6556-a49658f3-8b37-4f5f-9863-94f9a8c468f3,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,35175,322395,1.0,1.0,1,1,1
6790957496019241f9c4f74d,8806-ad56c7bb-98f4-4c4b-a048-007091bfc605,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,44841,147035,1.0,1.0,1,1,1
6790957496019241f9c4f742,5184-437d1924-fc3a-4596-b4db-6ec6abcf9910,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,86305,359863,1.0,1.0,1,1,1
6790957496019241f9c4f745,1233-d9bc4cbc-7cce-4e59-9507-7ebdb5de3a94,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,62699,479722,1.0,1.0,1,1,1
6790957096019241f9c4f685,8714-778533d7-9af8-4c52-815c-88db1f66c633,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,54268,334986,1.0,1.0,1,1,1
6790957496019241f9c4f74c,1082-571517d3-f06d-4b2c-8f94-09dd66faaecb,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,82655,1569336,1.0,1.0,1,1,1
6790957196019241f9c4f6c9,8064-35b68e26-0752-437f-8c8e-82e1e3a0e4a1,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,53181,385196,1.0,1.0,1,1,1
6790957396019241f9c4f701,6825-3b966c01-403f-4722-895f-b6567ebbaca9,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,19492,182884,1.0,1.0,1,1,1
6790957296019241f9c4f6f9,8520-11953315-a15a-4e69-9755-811a0350e903,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,62090,434664,1.0,1.0,1,1,1
6790957396019241f9c4f716,9454-1177facb-ffea-4eb3-8976-0e857f5cfff9,difficult,I will rate how enjoyable puzzles are,Try to solve some puzzles,17569,104904,1.0,1.0,0,1,0
6790957396019241f9c4f716,9454-1177facb-ffea-4eb3-8976-0e857f5cfff9,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,26282,134322,2.0,2.0,1,1,1
6790956f96019241f9c4f67c,5125-f3a86c0a-f978-4b65-82b3-dd7b305bd2dd,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,23133,393480,1.0,1.0,1,1,1
6790957496019241f9c4f72a,2754-0a5a55ac-bf4d-4f31-93f8-d432b635961e,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,33393,357917,1.0,1.0,1,1,1
6790957096019241f9c4f685,8193-3867fc50-92bf-4ac9-b5aa-f492690f8735,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,91327,469161,1.0,1.0,1,1,1
6790957496019241f9c4f747,6411-0f9e2a95-a9ec-4d8a-81c0-5adc39265e8d,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,73092,544234,1.0,1.0,1,1,1
6790956f96019241f9c4f67c,2372-cf115fcd-7fa5-4ae9-acb7-f0a1422e402d,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,29588,463043,1.0,1.0,1,1,1
6790957496019241f9c4f74d,9011-c543194d-2d8e-4726-88dd-f0adda0814e2,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,47064,1264405,1.0,1.0,1,1,1
6790957396019241f9c4f727,1866-6e385ff2-3900-4bc2-86ca-02b1f7c45351,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,61416,1551764,1.0,1.0,1,1,1
