project,experiment,iteration,stim_id,gameID,condition,startInstructionTS,startPracticeTS,startPreTS,startMainTS,startPostTS,startSurveyTS,startComprehensionTS,endExperimentTS,participantExplanations,judgedDifficulty,participantEffort,sokobanFamiliarity,gamingFrequency,participantYears,participantGender,participantRace,participantEthnicity,inputDevice,technicalDifficultiesComments,participantRace-Comment,inputDevice-Comment
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6b4,7300-26294324-fb0d-4605-beff-26d77f614899,difficult,1737751599320.0,1737751990812.0,1737752825763.0,1737752875977.0,1737755587084.0,1737755621860.0,1737752529131.0,1737755621861.0,The factors that affected my rating was how difficult I found it to try and solve the puzzles. How many tries I had to do to get close to solving the puzzles.,4,5,0,2,60,Female,['White'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ae,8074-3ebe9ff2-15ce-4490-b02c-59152c315e57,enjoyable,1737751679799.0,1737752037359.0,1737752686941.0,1737752794570.0,1737755729366.0,1737755774336.0,1737752128544.0,1737755774338.0,There were too much restricted movement making it very difficult to play.,4,5,2,2,28,Male,['Black/African American'],Non-Hispanic,['none'],no,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6bc,2212-2e008b61-4a7e-4d2a-9945-783bc07e09a0,difficult,1737751665233.0,1737752007244.0,1737752467936.0,1737752539368.0,1737755982711.0,1737756025495.0,1737752157892.0,1737756025496.0,How difficult it is,5,5,3,3,30,Female,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f6ab,2138-8ccc2c79-3fd9-4658-8958-c14e6c181a59,enjoyable,1737752409026.0,1737752946099.0,1737753381047.0,1737753444783.0,1737756010342.0,1737756041287.0,1737752983327.0,1737756041288.0,10,5,5,1,4,24,Male,['Black/African American'],Non-Hispanic,['none'],i did  not encountered and diifficulties,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f6a4,9757-aee868cc-3643-44a7-803d-dedb02151854,enjoyable,1737751742407.0,1737752120387.0,1737752608614.0,1737752696530.0,1737756123026.0,1737756150721.0,1737752395805.0,1737756150721.0,"4, it got very difficult",5,5,0,0,29,Female,['White'],Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6c8,6467-cb2e41ae-5a2b-4c95-996f-e6cf85a0c8e3,enjoyable,1737752231882.0,1737752512619.0,1737752955588.0,1737753030690.0,1737755979885.0,1737756014601.0,1737752572761.0,1737756014601.0,the scale is 5. this is because of the arrangements of the pebbles,4,5,2,2,32,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6b6,7643-b62f402a-51de-41c0-9821-a0739b2c3d85,difficult,1737752561774.0,1737752733478.0,1737753600313.0,1737753652912.0,1737756726368.0,1737756755474.0,1737752766350.0,1737756755476.0,How much thinking power it took,3,4,0,2,60,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6c1,9258-6d96af6a-31a7-43d1-bd98-e370c382df7f,difficult,1737753507952.0,1737753559031.0,1737754388308.0,1737754493544.0,1737757578343.0,1737757622995.0,1737753594987.0,1737757622996.0,Due to what i face while arranging the puzzles,5,5,2,2,51,Female,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6d0,3552-d59afaf9-6865-4261-9551-f85620851034,enjoyable,1737755252495.0,1737755417348.0,1737755825396.0,1737755872324.0,1737758302357.0,1737758470887.0,1737755476021.0,1737758470888.0,The technique at which the puzzle was arranged.,3,5,2,2,29,Female,['Black/African American'],Non-Hispanic,['none'],None,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f69f,8623-d4ef7ab9-87ee-43f3-879d-dc777ad89d27,enjoyable,1737751730143.0,1737752184026.0,1737752525006.0,1737752596198.0,1737759339821.0,1737759375788.0,1737752213125.0,1737759375788.0,that it seem easy enough to solve but not too easy,3,5,0,3,28,Male,['White'],Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6d2,0995-0ab739bc-28d3-48a8-a7a7-3f8035b78a8d,enjoyable,1737767447087.0,1737767528864.0,1737767765988.0,1737767804139.0,1737769178552.0,1737769207997.0,1737767554117.0,1737769207997.0,"8, the time to solve , it wouldnt be too short or long.",2,5,1,2,29,Male,['Asian'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6dc,8328-a622e708-bdac-44f2-963e-cce2caa58ee6,difficult,1737767505882.0,1737767579798.0,1737767819161.0,1737767860822.0,1737769258293.0,1737769284645.0,1737767604104.0,1737769284645.0,The main factors that influenced my decision was how fast I figured out the puzzle and how cramped the map is. Speed usually determines difficulty and limited space tends to up the difficulty of a puzzle by limited the amount of choices that the player has.,3,5,0,4,37,Male,"['White', 'Asian', 'Multiracial/Mixed']",Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6d8,2384-c187e14b-150a-45e6-b8b0-9379304c71b2,enjoyable,1737767502347.0,1737767557615.0,1737767794012.0,1737767823253.0,1737769237483.0,1737769262544.0,1737767580539.0,1737769262545.0,Whether I could complete it or felt I could complete it. How annoying certain movements were e.g. having to go back and forth around 9 squares for 1 square pebble movement.,4,5,0,4,27,Male,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6e5,8813-0c5fda1b-9036-4d0d-99a3-ca1909b62dc0,difficult,1737767535787.0,1737767635686.0,1737767901608.0,1737767931188.0,1737769613779.0,1737769640647.0,1737767658597.0,1737769640648.0,"I looked for the tiles surrounding the beaches, I found the fewer tiles mean't it was usually more difficult.",3,4,1,3,23,Male,['White'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f6fe,6984-07a123bd-aadc-4394-a7d8-e536ed335409,enjoyable,1737767761630.0,1737767845494.0,1737768097672.0,1737768136329.0,1737769662499.0,1737769697257.0,1737767874794.0,1737769697257.0,"I wanted to feel like I had a chance to solve it, some of them looked extremely hard.",3,5,0,1,73,Male,['White'],Non-Hispanic,['none'],n/a,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6e6,2637-6cf188d9-47da-4ce5-ae70-39349d120c9c,difficult,1737767532350.0,1737767636043.0,1737767931510.0,1737767967556.0,1737769688633.0,1737769717569.0,1737767663811.0,1737769717570.0,If I was able to complete it and how long it took me to figure it out.,4,5,1,4,33,Male,['White'],Non-Hispanic,['Trackpad'],"Thank you, that was a lot of fun!",,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6e8,4864-2d876561-18cc-4580-a9dd-1f7df57f0846,difficult,1737767541372.0,1737767672478.0,1737768063620.0,1737768122595.0,1737769694525.0,1737769734639.0,1737767712834.0,1737769734640.0,the inability to make a sound decision on a couple of the maps was challenging so it naturally made me much less favorable of those matches.  If there were a couple of hesitations on a map I would rate it pretty high and if there were a little bit more confusion but then certainty I would have placed the rating more toward the center.,2,5,0,3,38,Male,['White'],Non-Hispanic,['none'],ty!,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6f3,9594-b4a0871c-d192-4076-849f-725c42fca9e9,enjoyable,1737767593676.0,1737767636659.0,1737767880326.0,1737767912623.0,1737770018126.0,1737770044453.0,1737767655217.0,1737770044454.0,Some of them were a bit too hard for me so that's what made me give some of them a lower rating. I did enjoy the challenge though!,4,5,0,2,18,Female,['White'],Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6fc,5435-cee71947-0890-4fea-87a7-87436b716833,enjoyable,1737767664197.0,1737767765161.0,1737768036993.0,1737768072623.0,1737769989594.0,1737770020983.0,1737767811697.0,1737770020984.0,"loved the challenge of trying to solve the puzzles.  Some of the puzzles were fairly easy and others were quiet hard.  The more puzzles I worked, the more I was able to figure out how to move the blocks to get the end results.  Would enjoy doing more of these puzzles as they tested my planning ahead skills",3,5,0,2,62,Female,['White'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6f6,4573-395f7ee2-6647-4ff5-b640-563a6cc0a2a6,enjoyable,1737767619450.0,1737767723967.0,1737768011943.0,1737768070896.0,1737770107118.0,1737770136198.0,1737767782876.0,1737770136198.0,I definitely found them more enjoyable when I was able to figure them put. It was very hard for me at first. I think I got a bit better at the end. It reminded me of a more difficult version of sudoku but it was still fun.,5,5,0,2,33,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6f0,1081-f3734232-af29-4083-b525-0e873a53fe8c,enjoyable,1737767559887.0,1737767721704.0,1737767993092.0,1737768028753.0,1737770268117.0,1737770324951.0,1737767770942.0,1737770324952.0,They were too hard for smooth brain,5,5,0,4,55,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6f1,0944-32927126-2235-43ca-9049-176f11d5ed37,enjoyable,1737767708226.0,1737767811671.0,1737768100501.0,1737768137868.0,1737770328333.0,1737770354298.0,1737767868319.0,1737770354298.0,How easy/hard they were. There were a couple that just seemed impossible which got the worst ratings.,4,5,0,0,37,Female,['White'],Non-Hispanic,['Trackpad'],I had to click in a square a lot to get the turtle moving again.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6e9,5601-369631c8-7a4d-4e81-bf57-9ddb39b26599,difficult,1737767539703.0,1737767652209.0,1737767992563.0,1737768034040.0,1737770409580.0,1737770444596.0,1737767691317.0,1737770444598.0,"how many moves I could make, how many free blocks were next to eachother",4,5,0,3,49,Female,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6ef,6497-9ac27707-a691-4002-b3d0-f813dc3a71c6,enjoyable,1737767560114.0,1737767612689.0,1737767880206.0,1737767919921.0,1737770515677.0,1737770554339.0,1737767656170.0,1737770554340.0,"the difficulty, i struggled alot ",4,4,0,2,22,Female,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6fd,5497-69ae086c-e5f2-4e0f-92e3-56a0ce289ac9,enjoyable,1737767722639.0,1737767882518.0,1737768257350.0,1737768301637.0,1737770468738.0,1737770503735.0,1737767909664.0,1737770503737.0,7,3,5,1,3,22,Male,['White'],Non-Hispanic,['Touch Screen'],thank you,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6d5,4084-ae1faa22-f5a2-4ba3-8dcd-a61cd0223131,enjoyable,1737767476613.0,1737767617270.0,1737768068400.0,1737768156770.0,1737770432635.0,1737770470729.0,1737767648689.0,1737770470731.0,"It is more fun for me if I can at least get close to solving the puzzle. There were a few puzzles that I could not figure out and it was kind of frustrating. I do think it would be very rewarding though had I had more time, if I could have solved it eventually. ",3,5,0,0,36,Male,['White'],Hispanic,['none'],I appreciate the experience of taking this study. I think I will seek out similar type puzzles to do for fun. I enjoyed having to use my brain in this way. ,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6ee,5364-1dfb70c2-0310-4462-9da8-7ae9789fb59c,difficult,1737767580826.0,1737767834998.0,1737768223464.0,1737768287383.0,1737770349588.0,1737770408067.0,1737767885665.0,1737770408068.0,"8. I gave it a nine because this puzzle really needs critical thinking before you can complete it
",4,5,0,2,23,Male,['Black/African American'],Non-Hispanic,['none'],I  really love the game because it really needs critical thinking,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f707,1868-5f36b54e-a446-4591-b505-02703f7fe668,difficult,1737767991841.0,1737768096962.0,1737768366937.0,1737768404097.0,1737770557386.0,1737770603606.0,1737768146566.0,1737770603608.0,the number of blocks that i could move to.,5,5,0,2,44,Male,['Asian'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6ed,6384-911d9784-6aa8-4303-a5d9-8e3cf05f3fc3,difficult,1737767824157.0,1737768025675.0,1737768328439.0,1737768370490.0,1737770462334.0,1737770493579.0,1737768062145.0,1737770493579.0,Normally i can visualize moves and set different memory paths and results for each subsequent move like branches on a tree. These were pretty difficult because it took me a while to realize that I would have to move items around even though I had them on the beaches. Tight corners were difficult. single block paths were difficult.,5,5,0,4,46,Male,['other'],Non-Hispanic,['none'],Overall it was very fun and challenging.,Carribean/Black/African American,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6f4,3548-9f9bd540-a039-48f5-8e30-ab9bb98eef5a,enjoyable,1737767623203.0,1737767838824.0,1737768202973.0,1737768249450.0,1737770653948.0,1737770683324.0,1737767905343.0,1737770683324.0,How frustrating it was,3,5,1,3,39,Female,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6e3,5375-ab37d089-2c51-4719-93a9-711288b685d3,difficult,1737767520775.0,1737767692546.0,1737768066101.0,1737768115207.0,1737770744339.0,1737770786005.0,1737767763084.0,1737770786006.0,How many times I attempted to solve the puzzle and whether i actually did or not,5,5,0,0,62,Female,['White'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6fb,6592-26111741-cc3b-49ae-8240-01fbd43601a7,enjoyable,1737767671707.0,1737767843810.0,1737768194736.0,1737768234384.0,1737770739577.0,1737770774873.0,1737767926094.0,1737770774876.0,I enjoy playing games edpecially that makes me think. My strategy was to find the most empty blocks and move around that.,1,5,0,4,52,Male,['Black/African American'],Non-Hispanic,['none'],thanks for the survey look forward to more,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6ec,3558-581c16ab-e94a-4712-875c-aa00c3ad0c18,difficult,1737767645996.0,1737768051445.0,1737768522560.0,1737768595945.0,1737770802595.0,1737770843515.0,1737768138150.0,1737770843527.0,how to navigate easily through the cells,4,5,1,1,28,Male,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f70a,8641-7fc6dedf-1b2d-432e-a54e-66ee2a1555ef,difficult,1737768691132.0,1737768879642.0,1737769111349.0,1737769143166.0,1737771113788.0,1737771139162.0,1737768905318.0,1737771139163.0,"Some puzzles seemed genuinely incredibly difficult to solve, whereas a few of them were at least somewhat easy (or at least, not very difficult). I based my assessment mainly on the size of the puzzle, with more small puzzles being perceived as ""crowded"" than larger ones.",4,5,0,2,38,Male,['Black/African American'],Non-Hispanic,['none'],None,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6f2,2062-58787898-2571-4dbe-ada6-d5d8b01733e0,enjoyable,1737767665659.0,1737767887905.0,1737768265910.0,1737768316191.0,1737771075738.0,1737771115202.0,1737767955643.0,1737771115203.0,"Whether I was able to turn any pebbles into gems, how solvable it was overall, how many spaces I could move the turtle to without getting stuck",5,3,0,3,50,Female,['Asian'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6de,9892-40821a05-0540-4e3c-a8f5-e62dcf08f6a1,difficult,1737767498304.0,1737767573672.0,1737767843762.0,1737767879999.0,1737771143225.0,1737771176038.0,1737767601735.0,1737771176039.0,The fact t hat some seemed to be incompletable but my participation in the actual puzzle helped the rating,4,5,1,2,40,Male,['Asian'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6e4,3597-0e5653b6-361d-47de-a030-16129665a943,difficult,1737767583148.0,1737767940562.0,1737768595063.0,1737768697789.0,1737771186566.0,1737771234093.0,1737768013094.0,1737771234094.0,"Time factor, the immovable blocks, ability to create spaces and solve the puzzle",4,5,1,2,30,Female,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6f5,2959-16ea6cec-9a81-4c72-99f6-9b4eabbfe01b,enjoyable,1737767617522.0,1737767932395.0,1737768381505.0,1737768441238.0,1737771231591.0,1737771290378.0,1737768044772.0,1737771290379.0,Visual impression of the puzzles,4,5,1,1,33,Male,['Black/African American'],Non-Hispanic,['none'],The puzzle games enhanced my concentration and added some spatial reasoning.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f6ff,1045-aa63ae58-d937-4a55-9758-7b4499b6d35d,enjoyable,1737767880459.0,1737768288598.0,1737768996350.0,1737769136508.0,1737771314727.0,1737771391534.0,1737768374471.0,1737771391535.0,"I LOVE puzzles, but my enjoyment was definitely influenced by my ability to solve them in under 5 minutes. Some were harder than the others, so if I'd eventually solved them also, I still would have rated them lower. On the other hand, too-easily solved puzzles get a bit tiring, therefore less enjoyable over time.",3,5,3,2,65,Female,['White'],Non-Hispanic,"['Trackpad', 'other']",Thanks for a fun study! :),,"I'm using my MacBook Pro, so ONLY the keyboard and trackpad."
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6ea,6168-52e0099e-01df-47f5-baa9-9ac43994c386,difficult,1737767540627.0,1737767688470.0,1737768229349.0,1737768707151.0,1737771677453.0,1737771743932.0,1737767760428.0,1737771743933.0,How easy it was move the gems around,5,5,0,4,30,Female,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6e1,7204-92658df1-0813-4b78-a319-d949238063d6,difficult,1737769147018.0,1737769307048.0,1737769677879.0,1737769776297.0,1737771968384.0,1737771999472.0,1737769341957.0,1737771999474.0,The time it took to figure the puzzle out and how confusing it was  ,4,4,0,3,33,Male,['White'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6dd,9306-9ca11d40-b1d9-4087-903e-4e3017d5fe73,difficult,1737749177114.0,1737749572022.0,1737750111590.0,1737750165341.0,1737752939213.0,1737753003171.0,1737749630371.0,1737753003173.0,"i rated 8, the puzzles were fairly easy to handle today.",4,5,2,2,22,Male,['Black/African American'],Non-Hispanic,['Trackpad'],time was too short for solving the puzzle,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6e7,7828-9600a188-1b85-4f18-938d-08563f8de99d,difficult,1737768005236.0,1737768593062.0,1737770080507.0,1737770212598.0,1737772583552.0,1737772630803.0,1737768658039.0,1737772630805.0,Accuracy of cultural depiction,5,5,2,2,25,Male,['White'],Non-Hispanic,['none'],none ,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f708,7980-44188e71-07a9-4b10-9443-e403fb260878,difficult,1737768312213.0,1737768821943.0,1737769373441.0,1737769445610.0,1737772511004.0,1737772543100.0,1737768879592.0,1737772543103.0,The presence of obstacles that complicate movement can significantly increase difficulty.,4,5,2,3,56,Male,['Black/African American'],Non-Hispanic,['none'],The survey was well structured and straightforward.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f705,0489-ce115b3f-7373-4787-a922-530db263a032,difficult,1737768879364.0,1737768997170.0,1737769328835.0,1737769412348.0,1737772615363.0,1737772708413.0,1737769053797.0,1737772708415.0,"The puzzles were complex, unfamiliar, and required deep thinking, memory, and logic.",5,5,0,2,32,Male,['Black/African American'],Non-Hispanic,['Trackpad'],I enjoyed the puzzles and appreciate the effort put into them. I’d love to participate in more studies like this in the future.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f709,9622-c35366f0-841c-4f09-b0ce-eba1e8c86c33,difficult,1737768748255.0,1737769345638.0,1737770346988.0,1737770517721.0,1737773455655.0,1737773520030.0,1737769470935.0,1737773520032.0,it was how it has been arrange makes it difficult,5,5,3,2,32,Male,['Black/African American'],Non-Hispanic,['Touch Screen'],No please,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f70d,0094-1aa919a3-7863-4629-911e-07ef26a06c5c,difficult,1737771362714.0,1737771482656.0,1737771739868.0,1737771779571.0,1737773544443.0,1737773570887.0,1737771504797.0,1737773570888.0,"How difficult I found each one to be for me to solve as quickly as possible, or if I could even solve them at all.",4,5,0,3,31,Male,['White'],Non-Hispanic,['none'],no issues.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f70b,5894-7e9b4902-e770-4177-aa68-f5ab400cbdc4,difficult,1737769625712.0,1737769758294.0,1737770116079.0,1737770168173.0,1737774971303.0,1737775001660.0,1737769842978.0,1737775001661.0,Logical thinking,4,5,0,2,32,Male,['Black/African American'],Non-Hispanic,['Trackpad'],None,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f718,8084-5dfe77ae-e04e-483d-9a16-a9192635e882,enjoyable,1737853313532.0,1737853371974.0,1737853618196.0,1737853658977.0,1737855064861.0,1737855095320.0,1737853391962.0,1737855095320.0,How challenging it was,2,5,1,4,37,Male,['White'],Non-Hispanic,['none'],My wife and I had fun trying to figure out how to solve some of the harder puzzles and got upset with the time limit lol,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f735,6697-fdc26f6a-4286-43fa-b251-451cc41ed290,difficult,1737853491410.0,1737853544918.0,1737853788707.0,1737853819467.0,1737855352136.0,1737855378942.0,1737853571607.0,1737855378942.0,"It was based on how many tries I had to think about the solution, how many times I ended up on the same solution without making progress",4,5,1,3,24,Male,['Asian'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f711,6109-a184f8cb-a5b5-4468-9faa-7fc8adc2ca8b,difficult,1737853253721.0,1737853317049.0,1737853655837.0,1737853702675.0,1737855398279.0,1737855426755.0,1737853332154.0,1737855426756.0,How close I could get to the solution in as little time as possible. How many moves it took solve.,4,5,3,4,32,Male,['other'],Non-Hispanic,['none'],,Arab,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f71b,9657-0e8343a5-3cb5-4177-89bd-ccb14b8ca382,enjoyable,1737853311960.0,1737853422135.0,1737853747633.0,1737853795857.0,1737855463133.0,1737855491938.0,1737853462326.0,1737855491938.0,the symmetry of the layout and how pleasing to the eye it was. And how I could instantly see my first one or two moves.,3,5,0,4,42,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f717,0767-a231ee78-a3a7-4789-b317-c73ca20977b5,enjoyable,1737853314479.0,1737853481772.0,1737853817535.0,1737853870886.0,1737855791997.0,1737855836040.0,1737853531255.0,1737855836041.0,"The more challenging they were, the more focus i put into it, which makes it really enjoyable",2,5,2,2,21,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f72f,3140-e0ae9986-4196-46e0-a9df-468af61b1adb,difficult,1737853445789.0,1737853508423.0,1737853747096.0,1737853784740.0,1737855897358.0,1737855923923.0,1737853521924.0,1737855923923.0,Whether or not they were difficult? Some of the puzzles are legitimately impossible and I would encourage you to try them for yourself. ,5,5,1,4,28,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f71c,5760-5c35b845-f130-43a4-ae58-5610e575cced,enjoyable,1737853345581.0,1737853425166.0,1737853688382.0,1737853723582.0,1737855920433.0,1737855951693.0,1737853452046.0,1737855951693.0,If it was possible to complete at all and how much it engaged my thinking skills,5,4,0,1,30,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f721,9803-6ddc3fe3-d3b3-461a-b1ee-de9e184b817d,enjoyable,1737853336638.0,1737853468643.0,1737853721198.0,1737853754026.0,1737856036818.0,1737856064410.0,1737853501448.0,1737856064410.0,Ease of the puzzle. How much progress I made.,4,5,0,2,42,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f73a,5793-642d74db-fd70-4579-9ef6-5ca9197378a1,difficult,1737853699936.0,1737853780670.0,1737854041885.0,1737854075767.0,1737856068691.0,1737856106323.0,1737853845134.0,1737856106323.0,"If I was able to complete the puzzle, and by how long I took to complete it! The fact they blocked each other was the most frustrating thing!",4,5,1,2,26,Male,['White'],Non-Hispanic,['none'],"Really great study! The page took a while to load, but once on it - it worked fine :)",,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f72b,6476-0fb36e47-b958-4bea-a63d-a42ce65c9cd0,difficult,1737853415498.0,1737853494041.0,1737853769649.0,1737853810072.0,1737856189088.0,1737856228941.0,1737853513500.0,1737856228942.0,Some of the puzzles were tricky and difficult which was asked for within the ratings. ,4,5,0,2,20,Male,['other'],Hispanic,['none'],,Dominican,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f71f,5507-3fbfc775-3539-45c7-95e8-fae084fd3f99,enjoyable,1737853357609.0,1737853482598.0,1737853791520.0,1737853836422.0,1737856166373.0,1737856206509.0,1737853524898.0,1737856206511.0,The complication of the puzzle,3,5,1,2,31,Male,['White'],Non-Hispanic,['Trackpad'],No comment,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f71b,3896-25b5ba92-de74-4d13-9a5e-d133e3937c5c,enjoyable,1737853314127.0,1737853394055.0,1737853775444.0,1737853812110.0,1737856270619.0,1737856310694.0,1737853438124.0,1737856310695.0,I rated off of how solvable it thought they are.,1,5,0,2,28,Female,['White'],Hispanic,['none'],I did not encounter any technical diffuculties,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f713,4063-39bbe214-5146-494d-bc3d-9e663077cf43,difficult,1737853528911.0,1737853762143.0,1737854050980.0,1737854085941.0,1737856307922.0,1737856344709.0,1737853787634.0,1737856344710.0,It mostly depended on whether I thought the puzzle can even be solved! Some were really hard although fun,4,5,0,4,28,Male,['White'],Non-Hispanic,['none'],n/a,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f725,7498-a2890963-df67-46a3-a905-c4181d22fbb4,enjoyable,1737853383234.0,1737853511752.0,1737853809308.0,1737853855264.0,1737856249703.0,1737856283568.0,1737853547465.0,1737856283571.0,I thought about which was less challenging to finish.,3,4,2,2,20,Male,['Black/African American'],Non-Hispanic,['Trackpad'],The instruction of the survey was very clear and understandable.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f70f,4307-3b7e2100-d4f5-49ad-8099-d892b86898dc,difficult,1737853275652.0,1737853434520.0,1737853797014.0,1737853840064.0,1737856255244.0,1737856289760.0,1737853537384.0,1737856289760.0,"I couldn't solve the majority of the puzzles, so most were a 10 difficulty for me. Of the 2-3 I solved (I think it was 2), at least one I solved with seconds to spare, and the other (s) were not as close. But none were simple so my lowest rating was 5.",5,5,0,0,54,Male,['White'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f737,9766-6ab8ac61-70e0-4c41-8941-76c7f5541db3,difficult,1737853611812.0,1737853720426.0,1737854081495.0,1737854122805.0,1737856355873.0,1737856412367.0,1737853763505.0,1737856412368.0,I felt the time limit made me scramble to find the solution. I truly enjoyed it though.,4,5,1,4,45,Male,['White'],Non-Hispanic,['none'],It was very fun and challenging.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f722,2642-2733cf46-6dd9-4b58-aeb6-01dbdbaadc96,enjoyable,1737853375216.0,1737853487578.0,1737853731771.0,1737853768976.0,1737856461328.0,1737856492349.0,1737853520929.0,1737856492350.0,How easy it was to solve,5,5,0,1,38,Female,['White'],Non-Hispanic,['none'],,,
