collection_name,level_name,level_width,level_height,layout,num_boxes,sokobanonline__likes,sokobanonline__dislikes,sokobanonline__num_played,sokobanonline__num_solved,sokobanonline__uniquely_solved,sokobanonline__shortest_solution,sokobanonline__top_solutions
Dimitri-and-Yorick,12,6,6,"['######', '#   .#', '# $$@#', '#  # #', '# .  #', '######']",2,8,0,157,135,123,17,"[{'ranked': 1, 'steps': 17, 'num_players': 103}, {'ranked': 2, 'steps': 19, 'num_players': 1}, {'ranked': 3, 'steps': 22, 'num_players': 9}, {'ranked': 4, 'steps': 23, 'num_players': 12}, {'ranked': 5, 'steps': 25, 'num_players': 3}, {'ranked': 6, 'steps': 27, 'num_players': 2}, {'ranked': 7, 'steps': 29, 'num_players': 1}, {'ranked': 8, 'steps': 33, 'num_players': 1}, {'ranked': 9, 'steps': 35, 'num_players': 1}]"
Dimitri-and-Yorick,13,6,5,"[' #####', '##@ .#', '# $$.#', '#    #', '######']",2,7,0,138,128,125,15,"[{'ranked': 1, 'steps': 15, 'num_players': 121}, {'ranked': 2, 'steps': 16, 'num_players': 4}, {'ranked': 3, 'steps': 19, 'num_players': 1}]"
Dimitri-and-Yorick,14,6,6,"['######', '#   .#', '# $$ #', '# @###', '##.#', ' ###']",2,6,0,138,129,127,23,"[{'ranked': 1, 'steps': 23, 'num_players': 122}, {'ranked': 2, 'steps': 25, 'num_players': 2}, {'ranked': 3, 'steps': 31, 'num_players': 1}]"
Dimitri-and-Yorick,15,6,6,"['######', '# @ .#', '# $$ #', '#  # #', '#   .#', '######']",2,6,0,228,207,127,17,"[{'ranked': 1, 'steps': 17, 'num_players': 62}, {'ranked': 2, 'steps': 18, 'num_players': 59}, {'ranked': 3, 'steps': 19, 'num_players': 24}, {'ranked': 4, 'steps': 20, 'num_players': 4}, {'ranked': 5, 'steps': 21, 'num_players': 2}, {'ranked': 6, 'steps': 23, 'num_players': 2}, {'ranked': 7, 'steps': 25, 'num_players': 11}, {'ranked': 8, 'steps': 26, 'num_players': 5}, {'ranked': 9, 'steps': 29, 'num_players': 1}, {'ranked': 10, 'steps': 30, 'num_players': 1}]"
Dimitri-and-Yorick,16,7,6,"['#######', '#  $ .#', '#  @$ #', '#  #$.#', '#  . ##', '######']",3,8,0,231,177,125,41,"[{'ranked': 1, 'steps': 41, 'num_players': 68}, {'ranked': 2, 'steps': 42, 'num_players': 8}, {'ranked': 3, 'steps': 43, 'num_players': 5}, {'ranked': 4, 'steps': 45, 'num_players': 45}, {'ranked': 5, 'steps': 46, 'num_players': 11}, {'ranked': 6, 'steps': 47, 'num_players': 7}, {'ranked': 7, 'steps': 48, 'num_players': 1}, {'ranked': 8, 'steps': 49, 'num_players': 3}, {'ranked': 9, 'steps': 57, 'num_players': 2}, {'ranked': 10, 'steps': 59, 'num_players': 1}]"
Dimitri-and-Yorick,17,6,6,"['######', '# @ .#', '# $$ #', '#  # #', '##.  #', ' #####']",2,8,0,266,220,125,19,"[{'ranked': 1, 'steps': 19, 'num_players': 66}, {'ranked': 2, 'steps': 21, 'num_players': 3}, {'ranked': 3, 'steps': 22, 'num_players': 54}, {'ranked': 4, 'steps': 24, 'num_players': 1}, {'ranked': 5, 'steps': 26, 'num_players': 32}, {'ranked': 6, 'steps': 27, 'num_players': 6}, {'ranked': 7, 'steps': 28, 'num_players': 2}, {'ranked': 8, 'steps': 30, 'num_players': 12}, {'ranked': 9, 'steps': 31, 'num_players': 2}, {'ranked': 10, 'steps': 33, 'num_players': 1}]"
Dimitri-and-Yorick,18,7,6,"['#######', '#    .#', '# $$#.#', '# $@ .#', '#     #', '#######']",3,9,0,217,191,124,25,"[{'ranked': 1, 'steps': 25, 'num_players': 64}, {'ranked': 2, 'steps': 27, 'num_players': 14}, {'ranked': 3, 'steps': 29, 'num_players': 40}, {'ranked': 4, 'steps': 31, 'num_players': 15}, {'ranked': 5, 'steps': 33, 'num_players': 14}, {'ranked': 6, 'steps': 35, 'num_players': 6}, {'ranked': 7, 'steps': 37, 'num_players': 4}, {'ranked': 8, 'steps': 39, 'num_players': 7}, {'ranked': 9, 'steps': 41, 'num_players': 1}, {'ranked': 10, 'steps': 43, 'num_players': 2}]"
Dimitri-and-Yorick,19,8,5,"['########', '#     .#', '# @$$$.#', '#  #  .#', '########']",3,7,0,200,177,117,28,"[{'ranked': 1, 'steps': 28, 'num_players': 52}, {'ranked': 2, 'steps': 29, 'num_players': 58}, {'ranked': 3, 'steps': 30, 'num_players': 28}, {'ranked': 4, 'steps': 31, 'num_players': 12}, {'ranked': 5, 'steps': 32, 'num_players': 7}, {'ranked': 6, 'steps': 34, 'num_players': 1}, {'ranked': 7, 'steps': 35, 'num_players': 1}, {'ranked': 8, 'steps': 36, 'num_players': 2}, {'ranked': 9, 'steps': 37, 'num_players': 1}]"
Dimitri-and-Yorick,20,7,6,"['#######', '#     #', '#    .#', '#@$$$.#', '#  # .#', '#######']",3,8,0,251,207,117,38,"[{'ranked': 1, 'steps': 38, 'num_players': 55}, {'ranked': 2, 'steps': 39, 'num_players': 36}, {'ranked': 3, 'steps': 40, 'num_players': 10}, {'ranked': 4, 'steps': 41, 'num_players': 17}, {'ranked': 5, 'steps': 42, 'num_players': 3}, {'ranked': 6, 'steps': 43, 'num_players': 6}, {'ranked': 7, 'steps': 44, 'num_players': 3}, {'ranked': 8, 'steps': 45, 'num_players': 9}, {'ranked': 9, 'steps': 46, 'num_players': 7}, {'ranked': 10, 'steps': 47, 'num_players': 9}]"
Dimitri-and-Yorick,21,7,5,"['#######', '#    .#', '#@$$$.#', '#   #.#', '#######']",3,8,0,128,123,120,22,"[{'ranked': 1, 'steps': 22, 'num_players': 114}, {'ranked': 2, 'steps': 23, 'num_players': 2}, {'ranked': 3, 'steps': 26, 'num_players': 2}, {'ranked': 4, 'steps': 30, 'num_players': 1}]"
Dimitri-and-Yorick,22,6,6,"['######', '# @$.#', '#    #', '# $#.#', '#    #', '######']",2,6,0,140,126,118,25,"[{'ranked': 1, 'steps': 25, 'num_players': 103}, {'ranked': 2, 'steps': 27, 'num_players': 2}, {'ranked': 3, 'steps': 31, 'num_players': 1}, {'ranked': 4, 'steps': 33, 'num_players': 5}, {'ranked': 5, 'steps': 35, 'num_players': 10}, {'ranked': 6, 'steps': 37, 'num_players': 1}]"
Dimitri-and-Yorick,23,8,6,"['########', '#   # .#', '#   $$@#', '####   #', '   #  .#', '   #####']",2,6,0,179,171,117,20,"[{'ranked': 1, 'steps': 20, 'num_players': 66}, {'ranked': 2, 'steps': 21, 'num_players': 11}, {'ranked': 3, 'steps': 22, 'num_players': 59}, {'ranked': 4, 'steps': 23, 'num_players': 1}, {'ranked': 5, 'steps': 24, 'num_players': 12}, {'ranked': 6, 'steps': 26, 'num_players': 7}, {'ranked': 7, 'steps': 28, 'num_players': 1}, {'ranked': 8, 'steps': 42, 'num_players': 1}]"
Dimitri-and-Yorick,24,8,6,"['########', '#   # .#', '#   $$+#', '####   #', '   #   #', '   #####']",2,10,0,163,145,116,21,"[{'ranked': 1, 'steps': 21, 'num_players': 85}, {'ranked': 2, 'steps': 23, 'num_players': 13}, {'ranked': 3, 'steps': 25, 'num_players': 18}, {'ranked': 4, 'steps': 27, 'num_players': 19}, {'ranked': 5, 'steps': 29, 'num_players': 3}]"
Dimitri-and-Yorick,25,6,5,"[' #####', '##  .#', '# $$ #', '# @.##', '#####']",2,7,0,130,127,121,10,"[{'ranked': 1, 'steps': 10, 'num_players': 118}, {'ranked': 2, 'steps': 12, 'num_players': 1}]"
Dimitri-and-Yorick,26,8,5,"[' #######', '##    .#', '#   $$@#', '#   # .#', '########']",2,8,0,159,135,115,26,"[{'ranked': 1, 'steps': 26, 'num_players': 80}, {'ranked': 2, 'steps': 28, 'num_players': 8}, {'ranked': 3, 'steps': 30, 'num_players': 26}, {'ranked': 4, 'steps': 32, 'num_players': 13}, {'ranked': 5, 'steps': 34, 'num_players': 3}, {'ranked': 6, 'steps': 36, 'num_players': 1}, {'ranked': 7, 'steps': 38, 'num_players': 1}]"
Dimitri-and-Yorick,27,6,5,"[' #####', '##  .#', '# $$@#', '# .  #', '######']",2,9,0,144,141,119,8,"[{'ranked': 1, 'steps': 8, 'num_players': 114}, {'ranked': 2, 'steps': 14, 'num_players': 17}, {'ranked': 3, 'steps': 18, 'num_players': 1}, {'ranked': 4, 'steps': 26, 'num_players': 1}]"
Dimitri-and-Yorick,28,7,7,"[' ####', ' #  #', '##  ###', '#    .#', '# $$ @#', '# #  .#', '#######']",2,6,0,204,187,115,24,"[{'ranked': 1, 'steps': 24, 'num_players': 54}, {'ranked': 2, 'steps': 26, 'num_players': 76}, {'ranked': 3, 'steps': 28, 'num_players': 7}, {'ranked': 4, 'steps': 30, 'num_players': 2}, {'ranked': 5, 'steps': 32, 'num_players': 4}, {'ranked': 6, 'steps': 34, 'num_players': 1}]"
Dimitri-and-Yorick,29,8,6,"['  ####', ' ##  ###', '##     #', '#  @$$.#', '#   # .#', '########']",2,8,0,137,129,117,36,"[{'ranked': 1, 'steps': 36, 'num_players': 76}, {'ranked': 2, 'steps': 38, 'num_players': 16}, {'ranked': 3, 'steps': 40, 'num_players': 27}, {'ranked': 4, 'steps': 42, 'num_players': 3}, {'ranked': 5, 'steps': 44, 'num_players': 2}, {'ranked': 6, 'steps': 46, 'num_players': 2}]"
Dimitri-and-Yorick,30,6,6,"['######', '#.  .#', '# $$ #', '#$ # #', '#@  .#', '######']",3,9,0,157,132,115,22,"[{'ranked': 1, 'steps': 22, 'num_players': 89}, {'ranked': 2, 'steps': 24, 'num_players': 4}, {'ranked': 3, 'steps': 26, 'num_players': 1}, {'ranked': 4, 'steps': 30, 'num_players': 20}, {'ranked': 5, 'steps': 34, 'num_players': 3}, {'ranked': 6, 'steps': 38, 'num_players': 5}, {'ranked': 7, 'steps': 40, 'num_players': 3}, {'ranked': 8, 'steps': 46, 'num_players': 1}, {'ranked': 9, 'steps': 50, 'num_players': 1}]"
Dimitri-and-Yorick,31,6,6,"['######', '#.  .#', '# $$ #', '#$ # #', '#@ . #', '######']",3,7,0,159,126,112,29,"[{'ranked': 1, 'steps': 29, 'num_players': 93}, {'ranked': 2, 'steps': 30, 'num_players': 2}, {'ranked': 3, 'steps': 31, 'num_players': 1}, {'ranked': 4, 'steps': 33, 'num_players': 8}, {'ranked': 5, 'steps': 35, 'num_players': 1}, {'ranked': 6, 'steps': 37, 'num_players': 6}, {'ranked': 7, 'steps': 39, 'num_players': 7}, {'ranked': 8, 'steps': 41, 'num_players': 2}, {'ranked': 9, 'steps': 49, 'num_players': 1}, {'ranked': 10, 'steps': 61, 'num_players': 1}]"
Dimitri-and-Yorick,32,6,6,"[' #####', ' #   #', '##  .#', '# $$ #', '# .@##', '#####']",2,7,0,133,124,114,10,"[{'ranked': 1, 'steps': 10, 'num_players': 108}, {'ranked': 2, 'steps': 12, 'num_players': 1}, {'ranked': 3, 'steps': 14, 'num_players': 3}, {'ranked': 4, 'steps': 22, 'num_players': 4}]"
Dimitri-and-Yorick,33,9,6,"['#########', '#   #  .#', '#   $$ @#', '####   .#', '   #  ###', '   ####']",2,7,0,197,178,111,22,"[{'ranked': 1, 'steps': 22, 'num_players': 49}, {'ranked': 2, 'steps': 24, 'num_players': 55}, {'ranked': 3, 'steps': 26, 'num_players': 28}, {'ranked': 4, 'steps': 28, 'num_players': 5}, {'ranked': 5, 'steps': 30, 'num_players': 2}, {'ranked': 6, 'steps': 34, 'num_players': 10}, {'ranked': 7, 'steps': 36, 'num_players': 3}, {'ranked': 8, 'steps': 38, 'num_players': 1}, {'ranked': 9, 'steps': 40, 'num_players': 1}]"
Dimitri-and-Yorick,34,8,7,"['########', '#   # .#', '#   $$@#', '####  .#', '   #  ##', '   #  #', '   ####']",2,8,0,165,135,112,26,"[{'ranked': 1, 'steps': 26, 'num_players': 67}, {'ranked': 2, 'steps': 28, 'num_players': 47}, {'ranked': 3, 'steps': 30, 'num_players': 4}, {'ranked': 4, 'steps': 32, 'num_players': 3}, {'ranked': 5, 'steps': 36, 'num_players': 3}, {'ranked': 6, 'steps': 44, 'num_players': 1}, {'ranked': 7, 'steps': 46, 'num_players': 1}]"
Dimitri-and-Yorick,35,9,7,"['########', '#   # .#', '#   $$.##', '####   @#', '   # ## #', '   #    #', '   ######']",2,7,0,170,144,109,43,"[{'ranked': 1, 'steps': 43, 'num_players': 59}, {'ranked': 2, 'steps': 45, 'num_players': 1}, {'ranked': 3, 'steps': 47, 'num_players': 7}, {'ranked': 4, 'steps': 49, 'num_players': 49}, {'ranked': 5, 'steps': 51, 'num_players': 5}, {'ranked': 6, 'steps': 53, 'num_players': 3}, {'ranked': 7, 'steps': 55, 'num_players': 2}, {'ranked': 8, 'steps': 57, 'num_players': 1}, {'ranked': 9, 'steps': 61, 'num_players': 2}]"
Dimitri-and-Yorick,36,8,6,"['########', '#   # .#', '#   $$.#', '####  @#', '   ##  #', '    ####']",2,8,0,137,124,112,22,"[{'ranked': 1, 'steps': 22, 'num_players': 86}, {'ranked': 2, 'steps': 24, 'num_players': 28}, {'ranked': 3, 'steps': 26, 'num_players': 2}, {'ranked': 4, 'steps': 28, 'num_players': 2}, {'ranked': 5, 'steps': 30, 'num_players': 3}]"
Dimitri-and-Yorick,37,6,6,"['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']",3,8,0,149,121,110,41,"[{'ranked': 1, 'steps': 41, 'num_players': 75}, {'ranked': 2, 'steps': 42, 'num_players': 38}, {'ranked': 3, 'steps': 43, 'num_players': 2}, {'ranked': 4, 'steps': 44, 'num_players': 1}, {'ranked': 5, 'steps': 45, 'num_players': 1}, {'ranked': 6, 'steps': 57, 'num_players': 1}, {'ranked': 7, 'steps': 64, 'num_players': 1}]"
Dimitri-and-Yorick,38,8,7,"['########', '#   # .#', '#   $$@#', '####  .#', '   ##  #', '    #  #', '    ####']",2,8,0,212,170,109,26,"[{'ranked': 1, 'steps': 26, 'num_players': 45}, {'ranked': 2, 'steps': 28, 'num_players': 31}, {'ranked': 3, 'steps': 30, 'num_players': 47}, {'ranked': 4, 'steps': 32, 'num_players': 10}, {'ranked': 5, 'steps': 34, 'num_players': 3}, {'ranked': 6, 'steps': 36, 'num_players': 2}, {'ranked': 7, 'steps': 40, 'num_players': 2}, {'ranked': 8, 'steps': 44, 'num_players': 1}, {'ranked': 9, 'steps': 46, 'num_players': 1}, {'ranked': 10, 'steps': 58, 'num_players': 1}]"
Dimitri-and-Yorick,39,7,6,"['#######', '#    .#', '# $$  #', '###@# #', '  #  .#', '  #####']",2,9,0,129,116,111,37,"[{'ranked': 1, 'steps': 37, 'num_players': 102}, {'ranked': 2, 'steps': 38, 'num_players': 3}, {'ranked': 3, 'steps': 41, 'num_players': 3}, {'ranked': 4, 'steps': 49, 'num_players': 4}, {'ranked': 5, 'steps': 51, 'num_players': 1}]"
Dimitri-and-Yorick,40,8,6,"['########', '#   # .#', '#   $$@#', '####  .#', '   #   #', '   #####']",2,9,0,138,117,110,24,"[{'ranked': 1, 'steps': 24, 'num_players': 105}, {'ranked': 2, 'steps': 26, 'num_players': 4}, {'ranked': 3, 'steps': 32, 'num_players': 1}, {'ranked': 4, 'steps': 34, 'num_players': 1}, {'ranked': 5, 'steps': 48, 'num_players': 1}, {'ranked': 6, 'steps': 76, 'num_players': 1}]"
Dimitri-and-Yorick,41,8,5,"['########', '#   # .#', '#   $$@#', '###   .#', '  ######']",2,8,0,126,115,110,26,"[{'ranked': 1, 'steps': 26, 'num_players': 91}, {'ranked': 2, 'steps': 28, 'num_players': 5}, {'ranked': 3, 'steps': 30, 'num_players': 11}, {'ranked': 4, 'steps': 32, 'num_players': 1}, {'ranked': 5, 'steps': 38, 'num_players': 1}, {'ranked': 6, 'steps': 42, 'num_players': 1}]"
Dimitri-and-Yorick,42,8,6,"['########', '#   # .#', '#   $$.#', '####  @#', '   #  ##', '   ####']",2,7,0,141,135,108,26,"[{'ranked': 1, 'steps': 26, 'num_players': 79}, {'ranked': 2, 'steps': 28, 'num_players': 16}, {'ranked': 3, 'steps': 32, 'num_players': 3}, {'ranked': 4, 'steps': 36, 'num_players': 1}, {'ranked': 5, 'steps': 38, 'num_players': 24}, {'ranked': 6, 'steps': 40, 'num_players': 1}, {'ranked': 7, 'steps': 42, 'num_players': 5}]"
Dimitri-and-Yorick,43,8,6,"['########', '#   # .#', '#   $$.#', '#  #  @#', '#    ###', '######']",2,6,0,150,138,108,38,"[{'ranked': 1, 'steps': 38, 'num_players': 69}, {'ranked': 2, 'steps': 40, 'num_players': 8}, {'ranked': 3, 'steps': 42, 'num_players': 21}, {'ranked': 4, 'steps': 44, 'num_players': 2}, {'ranked': 5, 'steps': 46, 'num_players': 9}, {'ranked': 6, 'steps': 48, 'num_players': 4}, {'ranked': 7, 'steps': 50, 'num_players': 9}, {'ranked': 8, 'steps': 52, 'num_players': 3}, {'ranked': 9, 'steps': 54, 'num_players': 5}, {'ranked': 10, 'steps': 56, 'num_players': 1}]"
Dimitri-and-Yorick,44,7,6,"['#######', '#  # .#', '#  $$.#', '# #  @#', '#    ##', '######']",2,6,0,155,137,109,26,"[{'ranked': 1, 'steps': 26, 'num_players': 89}, {'ranked': 2, 'steps': 28, 'num_players': 3}, {'ranked': 3, 'steps': 30, 'num_players': 1}, {'ranked': 4, 'steps': 32, 'num_players': 23}, {'ranked': 5, 'steps': 34, 'num_players': 12}, {'ranked': 6, 'steps': 36, 'num_players': 2}, {'ranked': 7, 'steps': 40, 'num_players': 1}]"
Dimitri-and-Yorick,45,7,7,"['####', '#  ####', '#  # .#', '#  $$.#', '##   @#', ' #  ###', ' ####']",2,9,0,172,144,108,30,"[{'ranked': 1, 'steps': 30, 'num_players': 64}, {'ranked': 2, 'steps': 32, 'num_players': 1}, {'ranked': 3, 'steps': 34, 'num_players': 2}, {'ranked': 4, 'steps': 40, 'num_players': 53}, {'ranked': 5, 'steps': 42, 'num_players': 3}, {'ranked': 6, 'steps': 44, 'num_players': 3}, {'ranked': 7, 'steps': 46, 'num_players': 7}, {'ranked': 8, 'steps': 54, 'num_players': 1}]"
Dimitri-and-Yorick,46,8,6,"['    ####', '##### .#', '#   $$.#', '# #   @#', '#   ####', '#####']",2,7,0,139,121,110,44,"[{'ranked': 1, 'steps': 44, 'num_players': 82}, {'ranked': 2, 'steps': 46, 'num_players': 5}, {'ranked': 3, 'steps': 48, 'num_players': 22}, {'ranked': 4, 'steps': 50, 'num_players': 4}, {'ranked': 5, 'steps': 52, 'num_players': 4}]"
Dimitri-and-Yorick,47,7,6,"['#####', '#   ###', '#..$$.#', '# $$@ #', '#   .##', '######']",4,8,0,211,179,108,19,"[{'ranked': 1, 'steps': 19, 'num_players': 56}, {'ranked': 2, 'steps': 20, 'num_players': 13}, {'ranked': 3, 'steps': 24, 'num_players': 2}, {'ranked': 4, 'steps': 27, 'num_players': 23}, {'ranked': 5, 'steps': 28, 'num_players': 14}, {'ranked': 6, 'steps': 29, 'num_players': 8}, {'ranked': 7, 'steps': 30, 'num_players': 12}, {'ranked': 8, 'steps': 32, 'num_players': 8}, {'ranked': 9, 'steps': 35, 'num_players': 18}, {'ranked': 10, 'steps': 36, 'num_players': 1}]"
Dimitri-and-Yorick,48,7,6,"['#####', '#   ###', '#..$$.#', '# $$@ #', '##  .##', ' #####']",4,7,0,163,133,109,20,"[{'ranked': 1, 'steps': 20, 'num_players': 64}, {'ranked': 2, 'steps': 22, 'num_players': 27}, {'ranked': 3, 'steps': 24, 'num_players': 21}, {'ranked': 4, 'steps': 26, 'num_players': 6}, {'ranked': 5, 'steps': 28, 'num_players': 1}, {'ranked': 6, 'steps': 30, 'num_players': 5}, {'ranked': 7, 'steps': 32, 'num_players': 3}, {'ranked': 8, 'steps': 34, 'num_players': 1}, {'ranked': 9, 'steps': 36, 'num_players': 1}, {'ranked': 10, 'steps': 68, 'num_players': 1}]"
Dimitri-and-Yorick,49,7,6,"['#######', '#     #', '# +$# #', '# **  #', '# *   #', '#######']",4,7,0,133,118,109,27,"[{'ranked': 1, 'steps': 27, 'num_players': 91}, {'ranked': 2, 'steps': 29, 'num_players': 6}, {'ranked': 3, 'steps': 31, 'num_players': 11}, {'ranked': 4, 'steps': 33, 'num_players': 5}, {'ranked': 5, 'steps': 35, 'num_players': 2}, {'ranked': 6, 'steps': 37, 'num_players': 1}]"
Dimitri-and-Yorick,50,7,7,"['#######', '#     #', '#     #', '#  #  #', '#$$$$$#', '#..+..#', '#######']",5,6,0,246,185,109,34,"[{'ranked': 1, 'steps': 34, 'num_players': 43}, {'ranked': 2, 'steps': 35, 'num_players': 13}, {'ranked': 3, 'steps': 36, 'num_players': 12}, {'ranked': 4, 'steps': 39, 'num_players': 2}, {'ranked': 5, 'steps': 40, 'num_players': 1}, {'ranked': 6, 'steps': 41, 'num_players': 1}, {'ranked': 7, 'steps': 42, 'num_players': 3}, {'ranked': 8, 'steps': 43, 'num_players': 5}, {'ranked': 9, 'steps': 44, 'num_players': 1}, {'ranked': 10, 'steps': 45, 'num_players': 3}]"
Dimitri-and-Yorick,51,8,7,"['########', '#..... #', '#$ ##$ #', '# $##  #', '#  $@$ #', '#     ##', '#######']",5,6,0,186,120,103,61,"[{'ranked': 1, 'steps': 61, 'num_players': 62}, {'ranked': 2, 'steps': 63, 'num_players': 4}, {'ranked': 3, 'steps': 64, 'num_players': 7}, {'ranked': 4, 'steps': 65, 'num_players': 1}, {'ranked': 5, 'steps': 66, 'num_players': 1}, {'ranked': 6, 'steps': 68, 'num_players': 1}, {'ranked': 7, 'steps': 69, 'num_players': 1}, {'ranked': 8, 'steps': 72, 'num_players': 1}, {'ranked': 9, 'steps': 75, 'num_players': 6}, {'ranked': 10, 'steps': 76, 'num_players': 1}]"
Dimitri-and-Yorick,52,8,8,"['########', '#......#', '# $##$ #', '#  ##  #', '# $$@$$#', '#      #', '#   #  #', '########']",6,7,0,177,140,104,63,"[{'ranked': 1, 'steps': 63, 'num_players': 43}, {'ranked': 2, 'steps': 64, 'num_players': 6}, {'ranked': 3, 'steps': 65, 'num_players': 4}, {'ranked': 4, 'steps': 66, 'num_players': 4}, {'ranked': 5, 'steps': 67, 'num_players': 6}, {'ranked': 6, 'steps': 68, 'num_players': 3}, {'ranked': 7, 'steps': 69, 'num_players': 19}, {'ranked': 8, 'steps': 70, 'num_players': 4}, {'ranked': 9, 'steps': 71, 'num_players': 1}, {'ranked': 10, 'steps': 72, 'num_players': 2}]"
Dimitri-and-Yorick,53,5,8,"['####', '# @#', '# $##', '# $.#', '# $.#', '# $.#', '###.#', '  ###']",4,6,0,172,144,106,28,"[{'ranked': 1, 'steps': 28, 'num_players': 47}, {'ranked': 2, 'steps': 29, 'num_players': 44}, {'ranked': 3, 'steps': 30, 'num_players': 10}, {'ranked': 4, 'steps': 31, 'num_players': 28}, {'ranked': 5, 'steps': 33, 'num_players': 7}, {'ranked': 6, 'steps': 35, 'num_players': 1}, {'ranked': 7, 'steps': 37, 'num_players': 1}]"
Dimitri-and-Yorick,54,7,7,"['#######', '#. ...#', '# $ # #', '#$#$$@#', '#    ##', '#   ##', '#####']",4,6,0,156,113,96,55,"[{'ranked': 1, 'steps': 55, 'num_players': 54}, {'ranked': 2, 'steps': 57, 'num_players': 16}, {'ranked': 3, 'steps': 61, 'num_players': 1}, {'ranked': 4, 'steps': 63, 'num_players': 3}, {'ranked': 5, 'steps': 65, 'num_players': 1}, {'ranked': 6, 'steps': 67, 'num_players': 11}, {'ranked': 7, 'steps': 69, 'num_players': 7}, {'ranked': 8, 'steps': 71, 'num_players': 2}, {'ranked': 9, 'steps': 73, 'num_players': 1}, {'ranked': 10, 'steps': 75, 'num_players': 2}]"
Dimitri-and-Yorick,55,12,6,"['      ####', '      #  ###', '#######    #', '# $ *. *.$@#', '#     #    #', '############']",4,8,0,199,132,92,52,"[{'ranked': 1, 'steps': 52, 'num_players': 35}, {'ranked': 2, 'steps': 54, 'num_players': 1}, {'ranked': 3, 'steps': 55, 'num_players': 4}, {'ranked': 4, 'steps': 56, 'num_players': 1}, {'ranked': 5, 'steps': 58, 'num_players': 9}, {'ranked': 6, 'steps': 59, 'num_players': 1}, {'ranked': 7, 'steps': 60, 'num_players': 11}, {'ranked': 8, 'steps': 61, 'num_players': 6}, {'ranked': 9, 'steps': 62, 'num_players': 1}, {'ranked': 10, 'steps': 63, 'num_players': 1}]"
Dimitri-and-Yorick,56,11,5,"['##### #####', '#  @# #   #', '# $$### $ #', '# ..   .  #', '###########']",3,6,0,143,113,101,39,"[{'ranked': 1, 'steps': 39, 'num_players': 81}, {'ranked': 2, 'steps': 41, 'num_players': 5}, {'ranked': 3, 'steps': 47, 'num_players': 9}, {'ranked': 4, 'steps': 49, 'num_players': 7}, {'ranked': 5, 'steps': 51, 'num_players': 7}, {'ranked': 6, 'steps': 59, 'num_players': 1}, {'ranked': 7, 'steps': 75, 'num_players': 1}]"
Dimitri-and-Yorick,57,13,8,"['        #####', '#########   #', '#  ......$  #', '#   #$###   #', '### $@$ #   #', '  # $ $ #   #', '  #     #####', '  #######']",6,5,0,193,130,88,111,"[{'ranked': 1, 'steps': 111, 'num_players': 20}, {'ranked': 2, 'steps': 113, 'num_players': 4}, {'ranked': 3, 'steps': 115, 'num_players': 1}, {'ranked': 4, 'steps': 117, 'num_players': 12}, {'ranked': 5, 'steps': 119, 'num_players': 5}, {'ranked': 6, 'steps': 121, 'num_players': 7}, {'ranked': 7, 'steps': 123, 'num_players': 2}, {'ranked': 8, 'steps': 125, 'num_players': 1}, {'ranked': 9, 'steps': 127, 'num_players': 1}, {'ranked': 10, 'steps': 129, 'num_players': 4}]"
Dimitri-and-Yorick,58,12,8,"['       #####', '########   #', '# ......$  #', '#  #$###   #', '## $@$ #   #', ' # $ $ #   #', ' #     #####', ' #######']",6,5,0,142,109,89,198,"[{'ranked': 1, 'steps': 198, 'num_players': 19}, {'ranked': 2, 'steps': 200, 'num_players': 6}, {'ranked': 3, 'steps': 202, 'num_players': 5}, {'ranked': 4, 'steps': 204, 'num_players': 3}, {'ranked': 5, 'steps': 206, 'num_players': 3}, {'ranked': 6, 'steps': 208, 'num_players': 7}, {'ranked': 7, 'steps': 210, 'num_players': 6}, {'ranked': 8, 'steps': 212, 'num_players': 7}, {'ranked': 9, 'steps': 214, 'num_players': 7}, {'ranked': 10, 'steps': 216, 'num_players': 2}]"
Dimitri-and-Yorick,59,7,7,"['#######', '#.   .#', '# # $ #', '#@$$# #', '#   $ #', '#. # .#', '#######']",4,4,0,217,145,90,41,"[{'ranked': 1, 'steps': 41, 'num_players': 22}, {'ranked': 2, 'steps': 43, 'num_players': 9}, {'ranked': 3, 'steps': 45, 'num_players': 5}, {'ranked': 4, 'steps': 47, 'num_players': 16}, {'ranked': 5, 'steps': 49, 'num_players': 5}, {'ranked': 6, 'steps': 51, 'num_players': 11}, {'ranked': 7, 'steps': 53, 'num_players': 7}, {'ranked': 8, 'steps': 55, 'num_players': 2}, {'ranked': 9, 'steps': 57, 'num_players': 5}, {'ranked': 10, 'steps': 59, 'num_players': 11}]"
Dimitri-and-Yorick,60,7,7,"[' ######', '##   .#', '#.  $ #', '#$#$# #', '#@  $ #', '#.  #.#', '#######']",4,4,0,163,118,92,34,"[{'ranked': 1, 'steps': 34, 'num_players': 39}, {'ranked': 2, 'steps': 35, 'num_players': 2}, {'ranked': 3, 'steps': 36, 'num_players': 4}, {'ranked': 4, 'steps': 37, 'num_players': 14}, {'ranked': 5, 'steps': 38, 'num_players': 1}, {'ranked': 6, 'steps': 39, 'num_players': 8}, {'ranked': 7, 'steps': 42, 'num_players': 5}, {'ranked': 8, 'steps': 43, 'num_players': 3}, {'ranked': 9, 'steps': 44, 'num_players': 1}, {'ranked': 10, 'steps': 45, 'num_players': 5}]"
